"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"BGR","WKGPOP","TOT","PC_POP","A","2000",68.033,
"BGR","WKGPOP","TOT","PC_POP","A","2001",68.111,
"BGR","WKGPOP","TOT","PC_POP","A","2002",68.232,
"BGR","WKGPOP","TOT","PC_POP","A","2003",68.512,
"BGR","WKGPOP","TOT","PC_POP","A","2004",68.777,
"BGR","WKGPOP","TOT","PC_POP","A","2005",68.986,
"BGR","WKGPOP","TOT","PC_POP","A","2006",69.105,
"BGR","WKGPOP","TOT","PC_POP","A","2007",69.108,
"BGR","WKGPOP","TOT","PC_POP","A","2008",69.006,
"BGR","WKGPOP","TOT","PC_POP","A","2009",68.804,
"BGR","WKGPOP","TOT","PC_POP","A","2010",68.493,
"BGR","WKGPOP","TOT","PC_POP","A","2011",68.042,
"BGR","WKGPOP","TOT","PC_POP","A","2012",67.515,
"BGR","WKGPOP","TOT","PC_POP","A","2013",66.97,
"BGR","WKGPOP","TOT","PC_POP","A","2014",66.414,
"BGR","WKGPOP","TOT","PC_POP","A","2015",65.878,
"BGR","WKGPOP","TOT","PC_POP","A","2016",65.395,
"BGR","WKGPOP","TOT","PC_POP","A","2017",64.955,
"BGR","WKGPOP","TOT","PC_POP","A","2018",64.525,
"CHN","WKGPOP","TOT","PC_POP","A","1950",61.529,
"CHN","WKGPOP","TOT","PC_POP","A","1951",60.74,
"CHN","WKGPOP","TOT","PC_POP","A","1952",59.821,
"CHN","WKGPOP","TOT","PC_POP","A","1953",59.09,
"CHN","WKGPOP","TOT","PC_POP","A","1954",58.662,
"CHN","WKGPOP","TOT","PC_POP","A","1955",58.471,
"CHN","WKGPOP","TOT","PC_POP","A","1956",57.719,
"CHN","WKGPOP","TOT","PC_POP","A","1957",57.379,
"CHN","WKGPOP","TOT","PC_POP","A","1958",57.206,
"CHN","WKGPOP","TOT","PC_POP","A","1959",57.007,
"CHN","WKGPOP","TOT","PC_POP","A","1960",56.727,
"CHN","WKGPOP","TOT","PC_POP","A","1961",56.648,
"CHN","WKGPOP","TOT","PC_POP","A","1962",56.255,
"CHN","WKGPOP","TOT","PC_POP","A","1963",55.775,
"CHN","WKGPOP","TOT","PC_POP","A","1964",55.5,
"CHN","WKGPOP","TOT","PC_POP","A","1965",55.528,
"CHN","WKGPOP","TOT","PC_POP","A","1966",55.22,
"CHN","WKGPOP","TOT","PC_POP","A","1967",55.282,
"CHN","WKGPOP","TOT","PC_POP","A","1968",55.543,
"CHN","WKGPOP","TOT","PC_POP","A","1969",55.772,
"CHN","WKGPOP","TOT","PC_POP","A","1970",55.881,
"CHN","WKGPOP","TOT","PC_POP","A","1971",55.813,
"CHN","WKGPOP","TOT","PC_POP","A","1972",55.761,
"CHN","WKGPOP","TOT","PC_POP","A","1973",55.744,
"CHN","WKGPOP","TOT","PC_POP","A","1974",55.846,
"CHN","WKGPOP","TOT","PC_POP","A","1975",56.121,
"CHN","WKGPOP","TOT","PC_POP","A","1976",56.592,
"CHN","WKGPOP","TOT","PC_POP","A","1977",57.188,
"CHN","WKGPOP","TOT","PC_POP","A","1978",57.909,
"CHN","WKGPOP","TOT","PC_POP","A","1979",58.725,
"CHN","WKGPOP","TOT","PC_POP","A","1980",59.596,
"CHN","WKGPOP","TOT","PC_POP","A","1981",60.578,
"CHN","WKGPOP","TOT","PC_POP","A","1982",61.507,
"CHN","WKGPOP","TOT","PC_POP","A","1983",62.395,
"CHN","WKGPOP","TOT","PC_POP","A","1984",63.232,
"CHN","WKGPOP","TOT","PC_POP","A","1985",63.98,
"CHN","WKGPOP","TOT","PC_POP","A","1986",64.442,
"CHN","WKGPOP","TOT","PC_POP","A","1987",64.818,
"CHN","WKGPOP","TOT","PC_POP","A","1988",65.106,
"CHN","WKGPOP","TOT","PC_POP","A","1989",65.346,
"CHN","WKGPOP","TOT","PC_POP","A","1990",65.586,
"CHN","WKGPOP","TOT","PC_POP","A","1991",65.532,
"CHN","WKGPOP","TOT","PC_POP","A","1992",65.711,
"CHN","WKGPOP","TOT","PC_POP","A","1993",66.001,
"CHN","WKGPOP","TOT","PC_POP","A","1994",66.255,
"CHN","WKGPOP","TOT","PC_POP","A","1995",66.423,
"CHN","WKGPOP","TOT","PC_POP","A","1996",66.956,
"CHN","WKGPOP","TOT","PC_POP","A","1997",67.24,
"CHN","WKGPOP","TOT","PC_POP","A","1998",67.451,
"CHN","WKGPOP","TOT","PC_POP","A","1999",67.829,
"CHN","WKGPOP","TOT","PC_POP","A","2000",68.462,
"CHN","WKGPOP","TOT","PC_POP","A","2001",69.065,
"CHN","WKGPOP","TOT","PC_POP","A","2002",69.885,
"CHN","WKGPOP","TOT","PC_POP","A","2003",70.825,
"CHN","WKGPOP","TOT","PC_POP","A","2004",71.702,
"CHN","WKGPOP","TOT","PC_POP","A","2005",72.413,
"CHN","WKGPOP","TOT","PC_POP","A","2006",72.901,
"CHN","WKGPOP","TOT","PC_POP","A","2007",73.291,
"CHN","WKGPOP","TOT","PC_POP","A","2008",73.557,
"CHN","WKGPOP","TOT","PC_POP","A","2009",73.706,
"CHN","WKGPOP","TOT","PC_POP","A","2010",73.751,
"CHN","WKGPOP","TOT","PC_POP","A","2011",73.705,
"CHN","WKGPOP","TOT","PC_POP","A","2012",73.559,
"CHN","WKGPOP","TOT","PC_POP","A","2013",73.321,
"CHN","WKGPOP","TOT","PC_POP","A","2014",73.009,
"CHN","WKGPOP","TOT","PC_POP","A","2015",72.638,
"CHN","WKGPOP","TOT","PC_POP","A","2016",72.176,
"CHN","WKGPOP","TOT","PC_POP","A","2017",71.681,
"CHN","WKGPOP","TOT","PC_POP","A","2018",71.187,
"CRI","WKGPOP","TOT","PC_POP","A","1950",54.786,
"CRI","WKGPOP","TOT","PC_POP","A","1951",54.447,
"CRI","WKGPOP","TOT","PC_POP","A","1952",54.046,
"CRI","WKGPOP","TOT","PC_POP","A","1953",53.626,
"CRI","WKGPOP","TOT","PC_POP","A","1954",53.191,
"CRI","WKGPOP","TOT","PC_POP","A","1955",52.692,
"CRI","WKGPOP","TOT","PC_POP","A","1956",52.154,
"CRI","WKGPOP","TOT","PC_POP","A","1957",51.586,
"CRI","WKGPOP","TOT","PC_POP","A","1958",51.087,
"CRI","WKGPOP","TOT","PC_POP","A","1959",50.629,
"CRI","WKGPOP","TOT","PC_POP","A","1960",50.232,
"CRI","WKGPOP","TOT","PC_POP","A","1961",49.871,
"CRI","WKGPOP","TOT","PC_POP","A","1962",49.516,
"CRI","WKGPOP","TOT","PC_POP","A","1963",49.268,
"CRI","WKGPOP","TOT","PC_POP","A","1964",49.12,
"CRI","WKGPOP","TOT","PC_POP","A","1965",49.04,
"CRI","WKGPOP","TOT","PC_POP","A","1966",49.012,
"CRI","WKGPOP","TOT","PC_POP","A","1967",49.159,
"CRI","WKGPOP","TOT","PC_POP","A","1968",49.44,
"CRI","WKGPOP","TOT","PC_POP","A","1969",49.835,
"CRI","WKGPOP","TOT","PC_POP","A","1970",50.42,
"CRI","WKGPOP","TOT","PC_POP","A","1971",51.108,
"CRI","WKGPOP","TOT","PC_POP","A","1972",51.843,
"CRI","WKGPOP","TOT","PC_POP","A","1973",52.595,
"CRI","WKGPOP","TOT","PC_POP","A","1974",53.354,
"CRI","WKGPOP","TOT","PC_POP","A","1975",54.19,
"CRI","WKGPOP","TOT","PC_POP","A","1976",55.04,
"CRI","WKGPOP","TOT","PC_POP","A","1977",55.877,
"CRI","WKGPOP","TOT","PC_POP","A","1978",56.561,
"CRI","WKGPOP","TOT","PC_POP","A","1979",57.168,
"CRI","WKGPOP","TOT","PC_POP","A","1980",57.711,
"CRI","WKGPOP","TOT","PC_POP","A","1981",58.229,
"CRI","WKGPOP","TOT","PC_POP","A","1982",58.706,
"CRI","WKGPOP","TOT","PC_POP","A","1983",59.105,
"CRI","WKGPOP","TOT","PC_POP","A","1984",59.437,
"CRI","WKGPOP","TOT","PC_POP","A","1985",59.586,
"CRI","WKGPOP","TOT","PC_POP","A","1986",59.508,
"CRI","WKGPOP","TOT","PC_POP","A","1987",59.438,
"CRI","WKGPOP","TOT","PC_POP","A","1988",59.466,
"CRI","WKGPOP","TOT","PC_POP","A","1989",59.481,
"CRI","WKGPOP","TOT","PC_POP","A","1990",59.404,
"CRI","WKGPOP","TOT","PC_POP","A","1991",59.414,
"CRI","WKGPOP","TOT","PC_POP","A","1992",59.493,
"CRI","WKGPOP","TOT","PC_POP","A","1993",59.7,
"CRI","WKGPOP","TOT","PC_POP","A","1994",60.025,
"CRI","WKGPOP","TOT","PC_POP","A","1995",60.395,
"CRI","WKGPOP","TOT","PC_POP","A","1996",60.779,
"CRI","WKGPOP","TOT","PC_POP","A","1997",61.215,
"CRI","WKGPOP","TOT","PC_POP","A","1998",61.683,
"CRI","WKGPOP","TOT","PC_POP","A","1999",62.213,
"CRI","WKGPOP","TOT","PC_POP","A","2000",62.828,
"CRI","WKGPOP","TOT","PC_POP","A","2001",63.549,
"CRI","WKGPOP","TOT","PC_POP","A","2002",64.156,
"CRI","WKGPOP","TOT","PC_POP","A","2003",64.771,
"CRI","WKGPOP","TOT","PC_POP","A","2004",65.405,
"CRI","WKGPOP","TOT","PC_POP","A","2005",66.063,
"CRI","WKGPOP","TOT","PC_POP","A","2006",66.63,
"CRI","WKGPOP","TOT","PC_POP","A","2007",67.143,
"CRI","WKGPOP","TOT","PC_POP","A","2008",67.624,
"CRI","WKGPOP","TOT","PC_POP","A","2009",68.007,
"CRI","WKGPOP","TOT","PC_POP","A","2010",68.365,
"CRI","WKGPOP","TOT","PC_POP","A","2011",68.777,
"CRI","WKGPOP","TOT","PC_POP","A","2012",69.054,
"CRI","WKGPOP","TOT","PC_POP","A","2013",69.263,
"CRI","WKGPOP","TOT","PC_POP","A","2014",69.432,
"CRI","WKGPOP","TOT","PC_POP","A","2015",69.613,
"CRI","WKGPOP","TOT","PC_POP","A","2016",69.723,
"CRI","WKGPOP","TOT","PC_POP","A","2017",69.715,
"CRI","WKGPOP","TOT","PC_POP","A","2018",69.601,
"HRV","WKGPOP","TOT","PC_POP","A","1950",65.358,
"HRV","WKGPOP","TOT","PC_POP","A","1951",65.401,
"HRV","WKGPOP","TOT","PC_POP","A","1952",65.666,
"HRV","WKGPOP","TOT","PC_POP","A","1953",65.88,
"HRV","WKGPOP","TOT","PC_POP","A","1954",65.975,
"HRV","WKGPOP","TOT","PC_POP","A","1955",65.988,
"HRV","WKGPOP","TOT","PC_POP","A","1956",65.981,
"HRV","WKGPOP","TOT","PC_POP","A","1957",65.827,
"HRV","WKGPOP","TOT","PC_POP","A","1958",65.636,
"HRV","WKGPOP","TOT","PC_POP","A","1959",65.529,
"HRV","WKGPOP","TOT","PC_POP","A","1960",65.559,
"HRV","WKGPOP","TOT","PC_POP","A","1961",65.563,
"HRV","WKGPOP","TOT","PC_POP","A","1962",65.66,
"HRV","WKGPOP","TOT","PC_POP","A","1963",65.846,
"HRV","WKGPOP","TOT","PC_POP","A","1964",66.081,
"HRV","WKGPOP","TOT","PC_POP","A","1965",66.341,
"HRV","WKGPOP","TOT","PC_POP","A","1966",66.493,
"HRV","WKGPOP","TOT","PC_POP","A","1967",66.728,
"HRV","WKGPOP","TOT","PC_POP","A","1968",66.999,
"HRV","WKGPOP","TOT","PC_POP","A","1969",67.239,
"HRV","WKGPOP","TOT","PC_POP","A","1970",67.403,
"HRV","WKGPOP","TOT","PC_POP","A","1971",67.466,
"HRV","WKGPOP","TOT","PC_POP","A","1972",67.421,
"HRV","WKGPOP","TOT","PC_POP","A","1973",67.312,
"HRV","WKGPOP","TOT","PC_POP","A","1974",67.219,
"HRV","WKGPOP","TOT","PC_POP","A","1975",67.183,
"HRV","WKGPOP","TOT","PC_POP","A","1976",67.087,
"HRV","WKGPOP","TOT","PC_POP","A","1977",67.079,
"HRV","WKGPOP","TOT","PC_POP","A","1978",67.134,
"HRV","WKGPOP","TOT","PC_POP","A","1979",67.225,
"HRV","WKGPOP","TOT","PC_POP","A","1980",67.34,
"HRV","WKGPOP","TOT","PC_POP","A","1981",67.577,
"HRV","WKGPOP","TOT","PC_POP","A","1982",67.833,
"HRV","WKGPOP","TOT","PC_POP","A","1983",68.088,
"HRV","WKGPOP","TOT","PC_POP","A","1984",68.325,
"HRV","WKGPOP","TOT","PC_POP","A","1985",68.533,
"HRV","WKGPOP","TOT","PC_POP","A","1986",68.555,
"HRV","WKGPOP","TOT","PC_POP","A","1987",68.575,
"HRV","WKGPOP","TOT","PC_POP","A","1988",68.595,
"HRV","WKGPOP","TOT","PC_POP","A","1989",68.612,
"HRV","WKGPOP","TOT","PC_POP","A","1990",68.635,
"HRV","WKGPOP","TOT","PC_POP","A","1991",68.483,
"HRV","WKGPOP","TOT","PC_POP","A","1992",68.332,
"HRV","WKGPOP","TOT","PC_POP","A","1993",68.187,
"HRV","WKGPOP","TOT","PC_POP","A","1994",68.038,
"HRV","WKGPOP","TOT","PC_POP","A","1995",67.871,
"HRV","WKGPOP","TOT","PC_POP","A","1996",67.769,
"HRV","WKGPOP","TOT","PC_POP","A","1997",67.601,
"HRV","WKGPOP","TOT","PC_POP","A","1998",67.401,
"HRV","WKGPOP","TOT","PC_POP","A","1999",67.226,
"HRV","WKGPOP","TOT","PC_POP","A","2000",67.112,
"HRV","WKGPOP","TOT","PC_POP","A","2001",66.963,
"HRV","WKGPOP","TOT","PC_POP","A","2002",66.83,
"HRV","WKGPOP","TOT","PC_POP","A","2003",66.776,
"HRV","WKGPOP","TOT","PC_POP","A","2004",66.762,
"HRV","WKGPOP","TOT","PC_POP","A","2005",66.719,
"HRV","WKGPOP","TOT","PC_POP","A","2006",66.719,
"HRV","WKGPOP","TOT","PC_POP","A","2007",66.709,
"HRV","WKGPOP","TOT","PC_POP","A","2008",66.69,
"HRV","WKGPOP","TOT","PC_POP","A","2009",66.755,
"HRV","WKGPOP","TOT","PC_POP","A","2010",66.904,
"HRV","WKGPOP","TOT","PC_POP","A","2011",67.007,
"HRV","WKGPOP","TOT","PC_POP","A","2012",66.969,
"HRV","WKGPOP","TOT","PC_POP","A","2013",66.858,
"HRV","WKGPOP","TOT","PC_POP","A","2014",66.646,
"HRV","WKGPOP","TOT","PC_POP","A","2015",66.33,
"HRV","WKGPOP","TOT","PC_POP","A","2016",66.04,
"HRV","WKGPOP","TOT","PC_POP","A","2017",65.666,
"HRV","WKGPOP","TOT","PC_POP","A","2018",65.184,
"CYP","WKGPOP","TOT","PC_POP","A","1950",59.502,
"CYP","WKGPOP","TOT","PC_POP","A","1951",59.428,
"CYP","WKGPOP","TOT","PC_POP","A","1952",59.612,
"CYP","WKGPOP","TOT","PC_POP","A","1953",59.663,
"CYP","WKGPOP","TOT","PC_POP","A","1954",59.456,
"CYP","WKGPOP","TOT","PC_POP","A","1955",59.04,
"CYP","WKGPOP","TOT","PC_POP","A","1956",58.866,
"CYP","WKGPOP","TOT","PC_POP","A","1957",58.428,
"CYP","WKGPOP","TOT","PC_POP","A","1958",57.919,
"CYP","WKGPOP","TOT","PC_POP","A","1959",57.537,
"CYP","WKGPOP","TOT","PC_POP","A","1960",57.389,
"CYP","WKGPOP","TOT","PC_POP","A","1961",57.307,
"CYP","WKGPOP","TOT","PC_POP","A","1962",57.498,
"CYP","WKGPOP","TOT","PC_POP","A","1963",57.955,
"CYP","WKGPOP","TOT","PC_POP","A","1964",58.554,
"CYP","WKGPOP","TOT","PC_POP","A","1965",59.177,
"CYP","WKGPOP","TOT","PC_POP","A","1966",59.161,
"CYP","WKGPOP","TOT","PC_POP","A","1967",59.126,
"CYP","WKGPOP","TOT","PC_POP","A","1968",59.078,
"CYP","WKGPOP","TOT","PC_POP","A","1969",59.027,
"CYP","WKGPOP","TOT","PC_POP","A","1970",58.964,
"CYP","WKGPOP","TOT","PC_POP","A","1971",59.849,
"CYP","WKGPOP","TOT","PC_POP","A","1972",60.714,
"CYP","WKGPOP","TOT","PC_POP","A","1973",61.455,
"CYP","WKGPOP","TOT","PC_POP","A","1974",62.052,
"CYP","WKGPOP","TOT","PC_POP","A","1975",62.564,
"CYP","WKGPOP","TOT","PC_POP","A","1976",63.178,
"CYP","WKGPOP","TOT","PC_POP","A","1977",63.811,
"CYP","WKGPOP","TOT","PC_POP","A","1978",64.438,
"CYP","WKGPOP","TOT","PC_POP","A","1979",65.053,
"CYP","WKGPOP","TOT","PC_POP","A","1980",65.658,
"CYP","WKGPOP","TOT","PC_POP","A","1981",65.535,
"CYP","WKGPOP","TOT","PC_POP","A","1982",64.238,
"CYP","WKGPOP","TOT","PC_POP","A","1983",64.092,
"CYP","WKGPOP","TOT","PC_POP","A","1984",63.833,
"CYP","WKGPOP","TOT","PC_POP","A","1985",63.581,
"CYP","WKGPOP","TOT","PC_POP","A","1986",63.35,
"CYP","WKGPOP","TOT","PC_POP","A","1987",63.182,
"CYP","WKGPOP","TOT","PC_POP","A","1988",63.047,
"CYP","WKGPOP","TOT","PC_POP","A","1989",63.061,
"CYP","WKGPOP","TOT","PC_POP","A","1990",63.208,
"CYP","WKGPOP","TOT","PC_POP","A","1991",63.354,
"CYP","WKGPOP","TOT","PC_POP","A","1992",63.501,
"CYP","WKGPOP","TOT","PC_POP","A","1993",63.666,
"CYP","WKGPOP","TOT","PC_POP","A","1994",63.857,
"CYP","WKGPOP","TOT","PC_POP","A","1995",64.141,
"CYP","WKGPOP","TOT","PC_POP","A","1996",64.481,
"CYP","WKGPOP","TOT","PC_POP","A","1997",64.837,
"CYP","WKGPOP","TOT","PC_POP","A","1998",65.278,
"CYP","WKGPOP","TOT","PC_POP","A","1999",65.752,
"CYP","WKGPOP","TOT","PC_POP","A","2000",66.202,
"CYP","WKGPOP","TOT","PC_POP","A","2001",66.625,
"CYP","WKGPOP","TOT","PC_POP","A","2002",67.033,
"CYP","WKGPOP","TOT","PC_POP","A","2003",67.459,
"CYP","WKGPOP","TOT","PC_POP","A","2004",67.861,
"CYP","WKGPOP","TOT","PC_POP","A","2005",68.246,
"CYP","WKGPOP","TOT","PC_POP","A","2006",68.617,
"CYP","WKGPOP","TOT","PC_POP","A","2007",69.09,
"CYP","WKGPOP","TOT","PC_POP","A","2008",69.638,
"CYP","WKGPOP","TOT","PC_POP","A","2009",70.073,
"CYP","WKGPOP","TOT","PC_POP","A","2010",70.377,
"CYP","WKGPOP","TOT","PC_POP","A","2011",70.588,
"CYP","WKGPOP","TOT","PC_POP","A","2012",70.547,
"CYP","WKGPOP","TOT","PC_POP","A","2013",70.134,
"CYP","WKGPOP","TOT","PC_POP","A","2014",69.411,
"CYP","WKGPOP","TOT","PC_POP","A","2015",68.696,
"CYP","WKGPOP","TOT","PC_POP","A","2016",68.286,
"CYP","WKGPOP","TOT","PC_POP","A","2017",68.013,
"CYP","WKGPOP","TOT","PC_POP","A","2018",67.783,
"IND","WKGPOP","TOT","PC_POP","A","1950",59.37,
"IND","WKGPOP","TOT","PC_POP","A","1951",59.073,
"IND","WKGPOP","TOT","PC_POP","A","1952",58.704,
"IND","WKGPOP","TOT","PC_POP","A","1953",58.405,
"IND","WKGPOP","TOT","PC_POP","A","1954",58.211,
"IND","WKGPOP","TOT","PC_POP","A","1955",58.09,
"IND","WKGPOP","TOT","PC_POP","A","1956",57.614,
"IND","WKGPOP","TOT","PC_POP","A","1957",57.328,
"IND","WKGPOP","TOT","PC_POP","A","1958",57.119,
"IND","WKGPOP","TOT","PC_POP","A","1959",56.896,
"IND","WKGPOP","TOT","PC_POP","A","1960",56.635,
"IND","WKGPOP","TOT","PC_POP","A","1961",56.313,
"IND","WKGPOP","TOT","PC_POP","A","1962",55.947,
"IND","WKGPOP","TOT","PC_POP","A","1963",55.607,
"IND","WKGPOP","TOT","PC_POP","A","1964",55.396,
"IND","WKGPOP","TOT","PC_POP","A","1965",55.352,
"IND","WKGPOP","TOT","PC_POP","A","1966",55.22,
"IND","WKGPOP","TOT","PC_POP","A","1967",55.265,
"IND","WKGPOP","TOT","PC_POP","A","1968",55.433,
"IND","WKGPOP","TOT","PC_POP","A","1969",55.637,
"IND","WKGPOP","TOT","PC_POP","A","1970",55.832,
"IND","WKGPOP","TOT","PC_POP","A","1971",55.89,
"IND","WKGPOP","TOT","PC_POP","A","1972",55.974,
"IND","WKGPOP","TOT","PC_POP","A","1973",56.084,
"IND","WKGPOP","TOT","PC_POP","A","1974",56.238,
"IND","WKGPOP","TOT","PC_POP","A","1975",56.44,
"IND","WKGPOP","TOT","PC_POP","A","1976",56.488,
"IND","WKGPOP","TOT","PC_POP","A","1977",56.608,
"IND","WKGPOP","TOT","PC_POP","A","1978",56.774,
"IND","WKGPOP","TOT","PC_POP","A","1979",56.953,
"IND","WKGPOP","TOT","PC_POP","A","1980",57.128,
"IND","WKGPOP","TOT","PC_POP","A","1981",57.169,
"IND","WKGPOP","TOT","PC_POP","A","1982",57.218,
"IND","WKGPOP","TOT","PC_POP","A","1983",57.285,
"IND","WKGPOP","TOT","PC_POP","A","1984",57.391,
"IND","WKGPOP","TOT","PC_POP","A","1985",57.546,
"IND","WKGPOP","TOT","PC_POP","A","1986",57.561,
"IND","WKGPOP","TOT","PC_POP","A","1987",57.665,
"IND","WKGPOP","TOT","PC_POP","A","1988",57.831,
"IND","WKGPOP","TOT","PC_POP","A","1989",58.028,
"IND","WKGPOP","TOT","PC_POP","A","1990",58.242,
"IND","WKGPOP","TOT","PC_POP","A","1991",58.384,
"IND","WKGPOP","TOT","PC_POP","A","1992",58.554,
"IND","WKGPOP","TOT","PC_POP","A","1993",58.759,
"IND","WKGPOP","TOT","PC_POP","A","1994",59.011,
"IND","WKGPOP","TOT","PC_POP","A","1995",59.31,
"IND","WKGPOP","TOT","PC_POP","A","1996",59.552,
"IND","WKGPOP","TOT","PC_POP","A","1997",59.837,
"IND","WKGPOP","TOT","PC_POP","A","1998",60.159,
"IND","WKGPOP","TOT","PC_POP","A","1999",60.505,
"IND","WKGPOP","TOT","PC_POP","A","2000",60.866,
"IND","WKGPOP","TOT","PC_POP","A","2001",61.139,
"IND","WKGPOP","TOT","PC_POP","A","2002",61.442,
"IND","WKGPOP","TOT","PC_POP","A","2003",61.766,
"IND","WKGPOP","TOT","PC_POP","A","2004",62.102,
"IND","WKGPOP","TOT","PC_POP","A","2005",62.445,
"IND","WKGPOP","TOT","PC_POP","A","2006",62.724,
"IND","WKGPOP","TOT","PC_POP","A","2007",63.014,
"IND","WKGPOP","TOT","PC_POP","A","2008",63.317,
"IND","WKGPOP","TOT","PC_POP","A","2009",63.642,
"IND","WKGPOP","TOT","PC_POP","A","2010",63.994,
"IND","WKGPOP","TOT","PC_POP","A","2011",64.303,
"IND","WKGPOP","TOT","PC_POP","A","2012",64.656,
"IND","WKGPOP","TOT","PC_POP","A","2013",65.029,
"IND","WKGPOP","TOT","PC_POP","A","2014",65.386,
"IND","WKGPOP","TOT","PC_POP","A","2015",65.706,
"IND","WKGPOP","TOT","PC_POP","A","2016",65.996,
"IND","WKGPOP","TOT","PC_POP","A","2017",66.228,
"IND","WKGPOP","TOT","PC_POP","A","2018",66.428,
"IDN","WKGPOP","TOT","PC_POP","A","1950",56.868,
"IDN","WKGPOP","TOT","PC_POP","A","1951",57.029,
"IDN","WKGPOP","TOT","PC_POP","A","1952",57.193,
"IDN","WKGPOP","TOT","PC_POP","A","1953",57.4,
"IDN","WKGPOP","TOT","PC_POP","A","1954",57.604,
"IDN","WKGPOP","TOT","PC_POP","A","1955",57.749,
"IDN","WKGPOP","TOT","PC_POP","A","1956",57.488,
"IDN","WKGPOP","TOT","PC_POP","A","1957",57.27,
"IDN","WKGPOP","TOT","PC_POP","A","1958",57.053,
"IDN","WKGPOP","TOT","PC_POP","A","1959",56.812,
"IDN","WKGPOP","TOT","PC_POP","A","1960",56.546,
"IDN","WKGPOP","TOT","PC_POP","A","1961",56.033,
"IDN","WKGPOP","TOT","PC_POP","A","1962",55.576,
"IDN","WKGPOP","TOT","PC_POP","A","1963",55.165,
"IDN","WKGPOP","TOT","PC_POP","A","1964",54.798,
"IDN","WKGPOP","TOT","PC_POP","A","1965",54.484,
"IDN","WKGPOP","TOT","PC_POP","A","1966",54.129,
"IDN","WKGPOP","TOT","PC_POP","A","1967",53.828,
"IDN","WKGPOP","TOT","PC_POP","A","1968",53.601,
"IDN","WKGPOP","TOT","PC_POP","A","1969",53.477,
"IDN","WKGPOP","TOT","PC_POP","A","1970",53.462,
"IDN","WKGPOP","TOT","PC_POP","A","1971",53.375,
"IDN","WKGPOP","TOT","PC_POP","A","1972",53.42,
"IDN","WKGPOP","TOT","PC_POP","A","1973",53.565,
"IDN","WKGPOP","TOT","PC_POP","A","1974",53.767,
"IDN","WKGPOP","TOT","PC_POP","A","1975",54.005,
"IDN","WKGPOP","TOT","PC_POP","A","1976",54.176,
"IDN","WKGPOP","TOT","PC_POP","A","1977",54.393,
"IDN","WKGPOP","TOT","PC_POP","A","1978",54.656,
"IDN","WKGPOP","TOT","PC_POP","A","1979",54.97,
"IDN","WKGPOP","TOT","PC_POP","A","1980",55.333,
"IDN","WKGPOP","TOT","PC_POP","A","1981",55.646,
"IDN","WKGPOP","TOT","PC_POP","A","1982",56.005,
"IDN","WKGPOP","TOT","PC_POP","A","1983",56.404,
"IDN","WKGPOP","TOT","PC_POP","A","1984",56.844,
"IDN","WKGPOP","TOT","PC_POP","A","1985",57.324,
"IDN","WKGPOP","TOT","PC_POP","A","1986",57.734,
"IDN","WKGPOP","TOT","PC_POP","A","1987",58.21,
"IDN","WKGPOP","TOT","PC_POP","A","1988",58.73,
"IDN","WKGPOP","TOT","PC_POP","A","1989",59.259,
"IDN","WKGPOP","TOT","PC_POP","A","1990",59.781,
"IDN","WKGPOP","TOT","PC_POP","A","1991",60.27,
"IDN","WKGPOP","TOT","PC_POP","A","1992",60.729,
"IDN","WKGPOP","TOT","PC_POP","A","1993",61.181,
"IDN","WKGPOP","TOT","PC_POP","A","1994",61.662,
"IDN","WKGPOP","TOT","PC_POP","A","1995",62.185,
"IDN","WKGPOP","TOT","PC_POP","A","1996",62.636,
"IDN","WKGPOP","TOT","PC_POP","A","1997",63.142,
"IDN","WKGPOP","TOT","PC_POP","A","1998",63.673,
"IDN","WKGPOP","TOT","PC_POP","A","1999",64.174,
"IDN","WKGPOP","TOT","PC_POP","A","2000",64.604,
"IDN","WKGPOP","TOT","PC_POP","A","2001",64.766,
"IDN","WKGPOP","TOT","PC_POP","A","2002",64.882,
"IDN","WKGPOP","TOT","PC_POP","A","2003",64.971,
"IDN","WKGPOP","TOT","PC_POP","A","2004",65.06,
"IDN","WKGPOP","TOT","PC_POP","A","2005",65.161,
"IDN","WKGPOP","TOT","PC_POP","A","2006",65.42,
"IDN","WKGPOP","TOT","PC_POP","A","2007",65.658,
"IDN","WKGPOP","TOT","PC_POP","A","2008",65.865,
"IDN","WKGPOP","TOT","PC_POP","A","2009",66.037,
"IDN","WKGPOP","TOT","PC_POP","A","2010",66.452,
"IDN","WKGPOP","TOT","PC_POP","A","2011",66.638,
"IDN","WKGPOP","TOT","PC_POP","A","2012",66.826,
"IDN","WKGPOP","TOT","PC_POP","A","2013",67,
"IDN","WKGPOP","TOT","PC_POP","A","2014",67.152,
"IDN","WKGPOP","TOT","PC_POP","A","2015",67.279,
"IDN","WKGPOP","TOT","PC_POP","A","2016",67.403,
"IDN","WKGPOP","TOT","PC_POP","A","2017",67.512,
"IDN","WKGPOP","TOT","PC_POP","A","2018",67.591,
"LTU","WKGPOP","TOT","PC_POP","A","1950",63.259,
"LTU","WKGPOP","TOT","PC_POP","A","1951",63.521,
"LTU","WKGPOP","TOT","PC_POP","A","1952",63.671,
"LTU","WKGPOP","TOT","PC_POP","A","1953",63.828,
"LTU","WKGPOP","TOT","PC_POP","A","1954",64.021,
